game_title,platform,critic_name,review_text,critic_score,global_metascore
borderlands 2,xbox-360,Xbox Achievements,"A fantastic sequel full to the brim with colour, verve and personality, excelling as an enjoyable shooter with involving RPG elements despite more fetch quests than several dogs will experience in a lifetime. It's all wonderfully well-executed and fun to play.",91,89
borderlands 2,xbox-360,Gaming Age,"Overall, despite a small number of flaws, Borderlands 2 is well worth picking up. It provides the same action packed, RPG style experience found in the original game, spread across a larger world with lot more stuff to do and explore.",91,89
borderlands 2,xbox-360,Pelit (Finland),"Borderlands 2 is a marvelous sequel. Its unique style, vast world and funny characters draw you in, its hectic combat and endless supply of loot cause addiction. Superb audio-visual quality and smooth co-op are only the topping on the cake. Borderlands is one of the best games of 2012. [Oct 2012]",91,89
borderlands 2,xbox-360,IGN,"A few relatively minor complaints aside, Borderlands 2 improves not only the narrative, but almost every major game system. If you've been itching for a reason to jump back into the world of Pandora, Borderlands 2 provides a more than ample supply.",90,89
borderlands 2,xbox-360,Official Xbox Magazine UK,"The words ""awesome"" and ""badass"" are used a lot in this game, but Gearbox has earned the right. When you gunzerk into a crowd of bandits, get killed, and your shield's nova kicks in, wiping everyone out and bringing you back to life, you'll think so too.",90,89
borderlands 2,xbox-360,COGconnected,"At the end of the day Borderlands 2 is a game that should be played, as the fun factor is high, the addictiveness is through the roof, and the game provides hours of gaming entertainment.",90,89
borderlands 2,xbox-360,Official Xbox Magazine,"Borderlands 2 features an insane amount of content. Expect to spend at least 40 hours finishing the main story campaign, and much more than that to complete all the optional missions. Once you beat the campaign, you can replay the game in harder Vault Hunter mode with your veteran character for even better loot and rewards.",90,89
borderlands 2,xbox-360,Joystiq,"Borderlands 2 is full of memorable moments and silly, crass folks – and if those silly, crass folks happen to be your friends, it's easily one of the best co-op experiences out there, and one of the best games I've played all year.",90,89
borderlands 2,xbox-360,Meristation,"Borderlands 2 improves on all the elements that made the first one such a big surprise, offering a fun and complete package. Great for solo, absolutely fantastic in co-op.",90,89
borderlands 2,xbox-360,VideoGamer,"On paper, this sequel reads much the same as the original. But it's not - it's a vastly superior game with a sharper focus, better quests and more enjoyable blasting. Borderlands 2 is a gamer's game, so if you like shooting things, levelling up and exploring every cubby hole across a massive, varied world - if you love games, basically - then it's definitely for you.",90,89
borderlands 2,xbox-360,Machinima,"The wacky world that Gearbox has built really shines in Borderlands 2. It doesn't just work as a means to deliver funny lines of dialogue, though. Here is an established universe providing ample free reign to contrive silly gameplay mechanics that defy both first-person shooter and role-playing game conventions in way that has me convinced we'll be seeing a lot more Borderlands in the future.",90,89
borderlands 2,xbox-360,GameWatcher,"If we were to level any specific criticisms about Borderlands 2 it would be the whole guns thing. Yeah, we get it, the game has all the guns ever, but to be honest a lot of them are pretty samey, with maybe a new adjective or stat change here and there.",90,89
borderlands 2,xbox-360,3DJuegos,"It's clear that GearBox wanted to attract the undecided gamers, and they've done it in the best possible way with Borderlands 2. Multiplayer cooperative fans should all head to Pandora.",90,89
borderlands 2,xbox-360,Gamer.nl,"'Shoot me in the face! Shoot me in the face! Come on, shoot me IN THE FACE!', a maniacal guy shouts at us passionately. A neck shot and dead body later, the message appears on screen: congratulations, mission accomplished. It's moments like these that show that Borderlands 2 has found its voice. One filled with uncontrolled anger, sudden mania, crude humor and lots of depth. The planet Pandora will keep anyone in its grip for at least thirty hours with intense shoot-outs, bizarre side-quests and crazy characters.",90,89
borderlands 2,xbox-360,Edge Magazine,"Borderlands 2 might not develop extensively on its forebear, but it has even greater power to hold you for hours on end, deftly weaving RPG stat development with skill-based play. It's enough to make every decision you make meaningful and fun, and lend the realisation that Gearbox knows more about the fundamentals of the shooter than almost any other developer.",90,89
borderlands 2,xbox-360,Eurogamer Italy,"An epic sequel with a compelling, entertaining, long-lasting single player and one of the finest co-op experiences of all time.",90,89
borderlands 2,xbox-360,Eurogamer Spain,"Gearbox takes all the good ideas from the first game and tweaks everything to produce a great sequel. Guns, a better story, more guns, nice character progression and even more guns make Borderlands 2 one of the finest games of this year.",90,89
borderlands 2,xbox-360,Planet Xbox 360,"The sound design isn't going to do much for you if you're not a fan of the direction electronic music has taken these days, but I personally feel that the game's soundtrack is of incredible quality and matches perfectly with Borderland's style and how it plays. It's intense, powerful, edgy and exactly what a videogame of this caliber needs in order to stay immersed with the atmosphere.",90,89
borderlands 2,xbox-360,The Escapist,"Borderlands 2 is a denser, richer version of it's predecessor, never compromising on the gunplay that made the series worthy of a sequel.",90,89
borderlands 2,xbox-360,InsideGamer.nl,"Borderlands is an amazing collection of bizarre weaponry, hectic fights and great humour. The different environments, crazy weapons and unique skills keep the game fresh from start to finish. The game might have been better off with a slightly lower pace when playing alone, but this is easily outweighed by the fun you'll have when playing with a friend. If you're going to buy just one cooperative game this year, let it be Borderlands 2.",90,89
borderlands 2,xbox-360,Metro GameCentral,An evolutionary improvement on the original and by consequence one of the best co-operative first person shooters ever made.,90,89
borderlands 2,xbox-360,GamingXP,"Borderlands 2 is a role playing game combined with a shooter, including a Bazillionen weapons and enemies, with an extremely brilliant cel-shaded look. This and tons of loot are guaranteed to captivate the player to the screen.",90,89
borderlands 2,xbox-360,GameOver.gr,"It's bigger, better and more addictive than ever. If you loved the first one, you simply can't miss Gearbox's latest game.",90,89
borderlands 2,xbox-360,Gamestyle,"Borderlands 2 is a must have, whether you have played the original or not, it adds plenty of new content and offers up enough change to be worth the purchase. Having the weight of expectancy on its shoulders hasn't done any harm and it certainly lives up to the hype.",90,89
borderlands 2,xbox-360,X-ONE Magazine UK,"It's probably one of the best co-op games you'll ever play. [Issue#90, p.72]",90,89
borderlands 2,xbox-360,Console Monster,"For fans of the original Borderlands this will be a must buy, but for those who are still on the fence, it's time to come down. Borderlands 2 has everything that made Borderlands great while improving on the things that players found dull in the first game – most notably the bland environments. Although we are going to see a lot of games releasing next month, if you still haven't picked up Borderlands 2, I would highly suggest you go out and grab it right now!",90,89
borderlands 2,xbox-360,Gamer.no,"Recycling weapons has never been this fun. Borderlands improves and expands on everything in the predecessor. It's bigger, better and even more hilarious than anything you could have hoped for.",90,89
borderlands 2,xbox-360,Game Over Online,"In the end, I have to say that Borderlands 2 serves as a wonderful example of how to make a sequel work.",89,89
borderlands 2,xbox-360,ZTGD,"Nothing about it screams revolution of the series, but at the same time, it remains a fairly fantastic experience. If looting and shooting for 30 hours sounds great to you, and you enjoy the shooting mechanics, it is a no-brainer. Playing with friends is a blast, and the humor is outstanding. This is a finely crafted sequel that will likely impress all fans of the original.",88,89
borderlands 2,xbox-360,XGN,"Forget Borderlands. Borderlands 2 is so much better. The game, which combines shooter elements with RPG-elements, provides action, humor and a lot of diversity. It's a shame that the story is too hard to follow but nonetheless the game stays strong. Not to forget it's got an really addictive element in it: loot!",88,89
borderlands 2,xbox-360,Videogameszone.de,"If you love to laugh and shoot at the same time, Borderlands 2 is for you. The remarkable humor oozes through the whole 40 hour long game and is the glue that keeps the otherwise not-so innovative game together. Gearbox managed a pimped version of the original game but dared not to try something new.",86,89
borderlands 2,xbox-360,GameSpot,"Borderlands 2 doesn't reach far beyond its predecessor's scope, but it does do almost everything better. Additions, refinements, and fixes all combine to create an appreciably improved experience, one that fully delivers on the promise of the first game. While Borderlands felt empty at times, this sequel is bursting with content and brimming with life, making it an absolutely delightful way to spend hours and hours and hours of your free time.",85,89
borderlands 2,xbox-360,ActionTrip,"The only downside here is that at some point the game may still feel like you're going through yet another generic loot fest, ultimately offering very little substance to those gamers who expect a richer story and a connection with the in-game characters.",84,89
borderlands 2,pc,AtomicGamer,"The world's bigger and badder, the visuals are more impressive, the best characters return alongside plenty of great new ones, and the endless search for new loot proves to be even more addictive than before. Borderlands 2 on PC is just plain awesome and will definitely be one of my candidates for Game of the Year.",100,89
borderlands 2,pc,Hyper Magazine,"Builds on the foundations of the first game to produce an experience that is both hugely enjoyable and technically impressive. [Nov 2012, p.59]",100,89
borderlands 2,pc,PC PowerPlay,"Delivers on every promise of the original, being an instant classic that proudly stands alongside the PC's finest shooters. [Oct 2012, p.62]",100,89
borderlands 2,pc,GRYOnline.pl,"Borderlands 2 is a complete, exceptional game. A perfect example for other developers on how to make sequels. Not only does it have a well made, very long campaign that can be completed solo or in co-op mode, but there are lots of smaller and bigger changes and tweaks that make the gameplay so much more enjoyable. All the things that were imperfect before are better now. I have a feeling that there won't be a better game this fall.",95,89
borderlands 2,pc,JeuxActu,"Funnier and brilliant, Borderlands 2 is twice as good as the first episode was, something which isn't always the case for sequels. But Gearbox Software manages to improve their IP in many ways, offering one of these titles you could not possibly forget to buy in 2012, and proposing new features that will allow players to blow off some steam for hours.",95,89
borderlands 2,pc,Everyeye.it,"Borderlands 2 is an hybrid video game that successfully combines the dynamics of first-person shooters with the depth of role-playing game. With an Unreal Engine 3 in better shape than ever, the new game from Gearbox Software is visually astonishing.",95,89
borderlands 2,pc,GamingTrend,"If you like piles of guns, lots to do and shoot, and a robust leveling system with a natural coop multi-player aspect and aren't put off by the cel shading, it's a no-brainer.",94,89
borderlands 2,pc,Ten Ton Hammer,There's really only one conclusion to be made with Borderlands 2. Despite its flaws it really is some of the best co-op gaming you're likely to see in recent years.,94,89
borderlands 2,pc,Gamers' Temple,The moment at which my endearingly annoying robot companion Claptrap fashioned himself a Mohawk out of some animal fur I collected he earned a spot on my all-time favorite robot list.,94,89
borderlands 2,pc,Worth Playing,"Overall, Borderlands 2 takes what wasn't broken and builds on it, but it does so in a way that feels very much like the original game. At the same time, the gameplay is different enough to not feel like a retread, as practically every area of the gameplay has been tweaked to some extent.",92,89
borderlands 2,pc,PC Master (Greece),"It’s addicting, full of creative gags and amazing battles (especially in co-op mode) and it keeps dangling that loot-carrot in front of your face. Add that crazy humor on top and you have a synonymous for the world ‘entertainment’. [November 2012]",92,89
borderlands 2,pc,IGN,"The one thing worth pointing out between the various platforms is how cool Borderlands 2 can look if you have an awesome PC. The PC version allows plenty of tweaks to draw distance, frame rate and more.",90,89
borderlands 2,pc,Eurogamer,"Borderlands 2 is still a hillbilly moonshiner sort of game, then, but it's the hillbilly at his canny, tinkering, big-dreaming best. It's the hillbilly at the peak of his powers. It's the hillbilly made majestic.",90,89
borderlands 2,pc,GameSpy,"It feels funny to say this about a 13-year-old developer with a portfolio of work that includes Half-Life and Counter-Strike expansions, stellar squad-based WWII shooter franchise Brothers in Arms, and the original Borderlands, but with Borderlands 2, Gearbox has arrived as a real blockbuster studio. Right from the toe-tapping ""Short Change Hero"" opening cinematic, Borderlands 2 stands out as Gearbox's magnum opus, and one of the most memorable and fun gaming rides I've ever been on.",90,89
borderlands 2,pc,Gamereactor Sweden,Playing Borderlands 2 is like throwing a cherry bomb in a can of paint. In a good way!,90,89
borderlands 2,pc,PC Gamer,"It seems crass to judge a game by quantity, but this is quantity of quality. So if the amount of money you spend on games is a practical concern, it's worth saying that this one is freakishly good value. Even if it's not a concern, it's worth saying that this one is freakishly good.",90,89
borderlands 2,pc,Gamereactor Denmark,"Everything we hoped for and expected from Gearbox's anticipated sequel. Takes just about every aspect of the first game and polishes them to a shine, making it hard to ever look back. One of the games that has made us laugh the most in recent times.",90,89
borderlands 2,pc,SpazioGames,"Borderlands 2 surpasses its predecessor in almost every aspect. This is a brilliantly written, over the top, amazingly fun game, that everyone should play and love. It's not perfect, but no firework is, and this one is definitely nuclear.",90,89
borderlands 2,pc,Games.cz,"Crazy and funny and in many ways a better game than the original. Borderlands 2 hasn't changed its gaming formula, it has just improved the original mechanics and added some new ones to our absolute satisfaction. At first you won't probably tell a difference, but at the end of the day your experience will be much better.",90,89
borderlands 2,pc,Eurogamer Germany,Gearbox has consistently built on the strengths of the first game and managed to capture the sort of gravitational pull that always sucks you in for another go. Sometimes it pays to not change a winning formula all too much.,90,89
borderlands 2,pc,DarkStation,"Borderlands 2 is full of hilarious writing, is a blast to play with friends, and promises hundreds of hours of content. But a lack of gameplay innovation will disappoint fans looking for more than just ""more Borderlands"".",90,89
borderlands 2,pc,Thunderbolt,Borderlands 2 successfully maintains every aspect that made the first game such a surprise hit and improves upon them in all the ways that matter.,90,89
borderlands 2,pc,LEVEL (Czech Republic),Maybe there are some objective in-game mistakes but everything is forgiven after you find the very first piece of equipment and upgrade first ability – you don't want to stop (and you don't need to) to get from one to the other. [Oct 2012],90,89
borderlands 2,pc,RPG Fan,"If you're looking for something with a ponderous story full of morality and contemplation – one best savored alone – then you'll need to look elsewhere. Borderlands 2 delivers tons of lighthearted, occasionally juvenile fun with immense replayability, and is best approached with a few buddies in tow. It doesn't revolutionize the concept pioneered by its forebear, but it refines it to a razor-sharp edge and offers some of the most fun you can have in a cooperative action RPG this side of Diablo II. And if nothing else, it's got lots of Claptrap.",90,89
borderlands 2,pc,Multiplayer.it,"Bordelands 2 is one of the best cooperative game on the market, but played in single-player is a little boring. If you have some friends to share the fun, buy it immediately.",89,89
borderlands 2,pc,ZTGD,"There may be some pointless loot drops more times than not, there may be some difficulty issues with single player story missions, and there may be some graphical glitches and texture pop-ins, but none of that takes away from the fact that Borderlands 2 is a solid first-person shooter and a great RPG.",88,89
borderlands 2,pc,GameStar,Quotation forthcoming.,86,89
borderlands 2,pc,PC Games,"If you love to laugh and shoot at the same time, Borderlands 2 is for you. The remarkable humor oozes through the whole 40 hour long game and is the glue that keeps the otherwise not-so innovative game together. Gearbox managed a pimped version of the original game but dared not to try something new.",86,89
borderlands 2,pc,Destructoid,"PC players will be happy to know that the game comes with some great customization options and looks stunning with settings maxed out. I was able to run the game at a very smooth framerate, despite having everything turned up high. The UI and controls are much kinder to keyboard/mouse players than thy were the first time around.",85,89
borderlands 2,pc,GameSpot,"Borderlands 2 doesn't reach far beyond its predecessor's scope, but it does do almost everything better. Additions, refinements, and fixes all combine to create an appreciably improved experience, one that fully delivers on the promise of the first game.",85,89
borderlands 2,pc,CD-Action,"Distinctive humour, fantastic graphics, tons of weapons and an unconventional world – there's simply no other game like Borderlands 2. What ails me is that a lot of minor flaws could have been fixed with a small amount of work. [12/2012, p.56]",85,89
borderlands 2,pc,4Players.de,Pandora is more colorful and more vivid than ever before. The enemies act smarter and they attack in mixed groups so the team of up to four heroes has to work together - elemental damage and positioning are keys to survival. Unfortunately the storytelling takes a while before it gets interesting (although the humour is top-notch) and sometimes you get stuck in a mission treadmill.,83,89
borderlands 2,pc,Giant Bomb,"In general, playing with other people is pretty much painless, even on PC, which now uses Steamworks across the board instead of that GameSpy nonsense. The PC version of the game is much friendlier overall, and the in-game menus for inventory are easily manipulated with a mouse. Playing the game with a mouse and keyboard feels just fine, but you can still play the PC version with a controller just as easily.",80,89
borderlands 2,pc,Hardcore Gamer,"The problem with Borderlands 2 is that it's just more Borderlands. Normally I don't criticize something because it didn't go out of its safe zone, but having played close to 100 hours of the first game and with very few changes outside some AI behaviours and environments, it makes the sequel feel less special than it should be.",80,89
borderlands 2,pc,RPGamer,"Despite being an all-around improvement over the original Borderlands, Borderlands 2's biggest flaw is that it plays it safe.",80,89
borderlands 2,pc,Eurogamer Sweden,"Borderlands 2 is a very safe and familiar sequel, which of course is both a good and a bad thing. The shooting and looting is still fantastic but the frequent load times and poor story also remains as obvious low points. The result is a really good, but not great, second game in the series.",80,89
borderlands 2,pc,Gameblog.fr,"More comprehensive, more varied, better polished, Borderlands 2 still boasts the same strengths than three years ago, only enhanced. It's still a rather brutal FPS mixed with loot-whoring RPG, with a unique design and a super-violent, super-crazy world.",80,89
borderlands 2,pc,Absolute Games,"Borderlands 2 is awfully simplistic as a first-person shooter, and it's not deep enough for an action/RPG game.",66,89
borderlands 2,playstation-vita,Gaming Age,"Borderlands 2 is instantly one of the best games the Vita has to offer, and a sign that maybe, just maybe, those initial promises of it being a portable console in your pocket weren't that far from reality.",100,64
borderlands 2,playstation-vita,PlayStation LifeStyle,"As amazingly as this game was done, not only is Borderlands 2 an excellent portable version of the console game, I would argue that it is simply one of the best games on the Vita to date.",95,64
borderlands 2,playstation-vita,Pocket Gamer UK,Borderlands 2 is an essential purchase. It's as simple as that.,90,64
borderlands 2,playstation-vita,Game Revolution,"While Borderlands 2 for Vita is a neutered version of the original console title, with the toughest costs coming to the multiplayer and technical execution, it's still one of the best games for the handheld system.",80,64
borderlands 2,playstation-vita,RPGamer,"Borderlands 2 is a great game to play in bursts, and the handheld format lends itself to this type of game perfectly.",80,64
borderlands 2,playstation-vita,RPG Fan,"It definitely has problems, but Borderlands 2 is still mighty fun on Vita.",75,64
borderlands 2,playstation-vita,XGN,"As soon as you are used to the somewhat clumsy controls, Borderlands 2 on PS Vita is again a great adventure that keeps you engaged for more than 50 hours.",75,64
borderlands 2,playstation-vita,Digital Chumps,"Borderlands 2 might have its issues on the PlayStation Vita, but underneath those issues lies the same game you know and love. If you can get used to the controls and visual dip, then you might just find a solid title waiting for you.",70,64
borderlands 2,playstation-vita,Game Informer,"The Vita is a great home for many games, but this is not one of them. As a standalone product, this version of Borderlands 2 has little value, living in the shadows of its superior iterations. It gives dedicated vault hunters even more ways to spend time on Pandora – but if you love the core gameplay that much, its implementation on Vita is bound to disappoint you.",70,64
borderlands 2,playstation-vita,GamingTrend,"If you’re itching to return to Pandora, then this will give you another way to play, but you’ll need to play it on a console to get the full experience.",70,64
borderlands 2,playstation-vita,Meristation,"Borderlands 2 gets packed into a ""lite"" version limited by the portable console more than we could have expected; graphics, AI and coop reduction included. They affect the experience drastically, blocking this PS Vita port from the glory it achieved on previous systems.",70,64
borderlands 2,playstation-vita,3DJuegos,A not so good PS Vita port of one of the best FPS available. Inconsistent frame rate ruins part of the fun.,70,64
borderlands 2,playstation-vita,GameSpot,"Audio and video in Borderlands 2 seem to push the limits of what the Vita can handle, but the system merely strains and does not break (though the game did crash once or twice in my dozen or so hours with it).",70,64
borderlands 2,playstation-vita,IGN Italia,"Although it maintains most of its qualities, Borderlands 2 on PS Vita is not the best version of the game, mostly because of the technical limitations of the console.",68,64
borderlands 2,playstation-vita,LaPS4,"Iron Galaxy's bet is not what you would say 'successful'. It's not a hardware issue, it's a suboptimization issue. It's hard to believe that patches will fix it, so it's not a recommended product nowadays. If you want to play a good RPG and FPS mix, play it on PS3.",66,64
borderlands 2,playstation-vita,PlayStation Universe,"The dipping frame rate and the formatting miscues keep this game from bumping elbows with the best that the PS Vita has to offer. Though it's still missing a great deal of content, at least gamers can transfer their saves and still play this with one friend.",65,64
borderlands 2,playstation-vita,Gaming Nexus,"While it is amazing that all of this content has been squeezed down to a portable version on the Vita, it has lost a lot of its luster in the transition. There is still a ton of fun to be had here, but this is far from what has come to be expected from a Borderlands experience and nothing near the quality on either the consoles or the PC.",65,64
borderlands 2,playstation-vita,JeuxActu,"Not so nice to watch, hard to handle and full of glitches, this new entry isn't really what we were waiting for.",65,64
borderlands 2,playstation-vita,Merlin'in Kazanı (Turkey),Borderlands 2 has been a really bad port.,63,64
borderlands 2,playstation-vita,Hardcore Gamer,"Borderlands 2 is serious fun, but has serious problems.",60,64
borderlands 2,playstation-vita,Eurogamer Spain,"The PS Vita port of Borderlands 2 surely is not perfect because of its rough technical aspect, but if you want to fight in Pandora while being away from your home console it can be a good option.",60,64
borderlands 2,playstation-vita,Gamereactor Denmark,Framerate issues and miniature texts bordering on the unreadable indicates that this is (sadly) just a quick and cheap port that’s a far cry from the majesty of the full-fledged versions of the game.,60,64
borderlands 2,playstation-vita,Playstation Official Magazine Australia,"This has all the content you'd expect. But, technically, this production is more troubled than Crazy Earl. It's not watchu want. [July 2014, p82]",55,64
borderlands 2,playstation-vita,IGN,"Very little of what’s made it a blast to play over the last couple of years hasn’t been poisoned by this version’s technical issues. Its compromised visuals rob it of much of its bombastic charm, while its erratic performance and unreliable touch controls keep the gameplay from shining like it has in the past.",54,64
borderlands 2,playstation-vita,The Escapist,That Borderlands 2 has been squeezed onto the PS Vita with all of its extra content is commendable. That it had to become a far worse game in the process is not.,50,64
borderlands 2,playstation-vita,Eurogamer Italy,"Though Borderlands 2 is a pretty good game, with a solid gameplay, a ton of content and an astounding style, this PSVita version is the worst edition of the series. The major graphical downgrade is acceptable but the amount of bugs, glitches, frame rate drops and freezes, make the game hard to play.",50,64
borderlands 2,playstation-vita,Gameblog.fr,"It was certainly hard to transfer the Borderlands 2 experience on PS Vita. The developers succeeded in terms of content, but the frame-rate issues makes it really hard to enjoy.",50,64
borderlands 2,playstation-vita,LevelUp,"Frame rate issues, lag, poor graphics and an excessively complicated control scheme, will make this trip back to Pandora one you will want to forget.",50,64
borderlands 2,playstation-vita,GamesRadar+,"Borderlands 2 remains an excellent game--unfortunately the Vita port makes too many concessions. Frequent frame dips, sluggish response, and OK controls make it hard to recommend.",40,64
borderlands 2,playstation-vita,USgamer,"Borderlands 2 for the Vita is a case study in how a great game can get lost in a really bad port. There's just no getting around this version's raft of technical issues, nor the fact that the Vita doesn't have enough buttons to make it really work. Given more time, Iron Galaxy might have made it work. But as it is, even hardcore fans of the series should stay far away.",40,64
borderlands 2,playstation-vita,Gamers\' Temple,"Released and patched, but still not ready for release - Borderlands and the Vita deserve better.",20,64
motogp 14,playstation-3,CD-Action,"MotoGP 14 is without a doubt both the best game in the series and the best product in Milestone’s portfolio. Still I recommend checking out the demo first. [Sept 2014, p.60]",70,70
motogp 14,playstation-4,Eurogamer,"Add the graphical overhaul, refined handling and experimental modes together and you end up with a racer that feels much more competitive that its immediate predecessors.",80,73
motogp 14,playstation-4,3DJuegos,"A very enjoyable motorbike sim experience with tons of game modes and content, tight controls and all the bells and whistles you might expect from an official Moto GP title.",80,73
motogp 14,playstation-4,SpazioGames,"MotoGP 14 is a major step forward for Milestone. This is undoubtedly one of their most successful works, a mass of content held together by a deep, detailed and difficult-to-master gameplay.",80,73
motogp 14,playstation-4,Gamestyle,A fine racer and more than welcome during the racing drought on new consoles.,80,73
motogp 14,playstation-4,God is a Geek,"Whilst Moto GP 14 is the closest many of us will get get to living out our dreams of taking a bike around iconic tracks such as Silverstone, it’s not quite a true simulation even on the highest physics settings.",80,73
motogp 14,playstation-4,Everyeye.it,"Brand new engine and a good balance between simulation and arcade. It might not sport great looks, but as a motorbike simulation MotoGP 14 has what it takes to involve fans.",80,73
motogp 14,playstation-4,PlayStation Universe,"MotoGP 14 nails authenticity and the thrill of racing with the speed and handling of MotoGP bikes, but glitches and underwhelming track visuals keep it from greatness.",80,73
motogp 14,playstation-4,Push Square,"An entertaining handling model coupled with copious amounts of content make this a must-own option for motorsport aficionados, while the ability to tune the experience to your own personal skill level means that those in need of training wheels will enjoy their time in the saddle, too.",80,73
motogp 14,playstation-4,XGN,"MotoGP is a very convincing, good game. Racing feels awesome, the game is super detailed and very challenging. It might be too challenging though, plus the fact that motor racing is not for every gamer. Props for the licensing, because it is great to race with the actual racers instead of John Does.",80,73
motogp 14,playstation-4,PlaySense,"Newcomers will find MotoGP 14 a difficult experience to jump into and the graphics aren't as appealing as they should be. All things considered, though, this is a very decent racing experience, one that fans of the sport cannot afford to miss.",80,73
motogp 14,playstation-4,ZTGD,"Fans of the sport and franchise have a lot great modes to look forward to, with not only single player races but multiplayer also. Newcomers, as long as you know what you’re getting yourself into and are willing to invest the time, you’ll be racing like the pros with ease.",80,73
motogp 14,playstation-4,USgamer,"MotoGP 14 delivers exciting, challenging and surprisingly deep motorcycle racing action. It's audio-visuals feel disappointingly last-generation, however.",80,73
motogp 14,playstation-4,Game World Navigator Magazine,"MotoGP 14 is a real lifeline for all fans of the main motorcycle racing championship. To learn all the hardships just switch physics to Pro mode, turn on the tire wear and disable all sorts of helping options like Ideal Trajectory. [September 2014, p. 70]",76,73
motogp 14,playstation-4,LaPS4,"MotoGP 14 isn't bad at all. It will offer sport's fans many hours of fun, but at the same time, a hard time learning how to drive the vehicles in the most realistic modes. However, visual display weighs down what could have been a superb experience.",75,73
motogp 14,playstation-4,Playstation Official Magazine Australia,"Sets a respectable pace for two-wheeled racing on the new gen. That said, the graphical horsepower of the PS4 is still underutilised. [September 2014, p78]",75,73
motogp 14,playstation-4,COGconnected,Early frustration at finding and holding the best racing line quickly turns to satisfaction as you become more accomplished at doing so. MotoGP 14 is an impressive package with a lot of depth and challenge but is hampered by the lack of a proper FFB controller unique to this type of racing.,75,73
motogp 14,playstation-4,Gaming Nexus,"While not as polished as other racing simulators, MotoGP 14 does a good job recreating the exciting sport.",74,73
motogp 14,playstation-4,Meristation,MotoGP 14 is the official game that fans could hope for. And nothing more. The new gen version (PS4-PC) looks very similar to the old gen versions (PS3-360). The little team made the game well but it had to work hard to get a realistic simulation and powerful online modes.,70,73
motogp 14,playstation-4,GamesRadar+,"While it’s obscenely detailed up-close and the bike control is wonderful, there’s a distinct feeling of sterility compared to other racers. Still, a good start for the series on PS4.",70,73
motogp 14,playstation-4,TheSixthAxis,"Being fairly new to racing on two wheels, I wasn’t sure how I would take to MotoGP, but found that it quite quickly grew on me as I became more familiar with the handling and physics of the incredibly powerful bikes, by way of the career mode and the wide selection of bikes and classes to work through. However, it’s let down by certain graphical limitations and a general lack of polish to the presentation.",70,73
motogp 14,playstation-4,games(TM),"Upgrades and changes make it a worthy upgrade over last year's, but while it might be an easy race for Milestone to win it still needs to put a little extra work in the garage to turn the series into a must-buy. [Issue#150, p.126]",70,73
motogp 14,playstation-4,Level7.nu,"At first MotoGP 14 on Playstation 4 doesn’t look like a noteworthy improvement over MotoGP 13 on Playstation 3. But after a while the improved graphics and physics are very notable and enhance the experience, even though there is still room for improvement. A great start for the series on the new generation.",70,73
motogp 14,playstation-4,Playstation Official Magazine UK,"The PS4 finally has a strong racing simulation debut to set the new gen pace. [Aug 2014, p.94]",70,73
motogp 14,playstation-4,Eurogamer Spain,Playing MotoGP 14 in a nextgen console only emphasizes the feeling of playing an outdated game with low detailed textures and confusing physics.,60,73
motogp 14,playstation-4,LEVEL (Czech Republic),"The same old story. Even though the story, in this case the game's driving model, is still pretty enjoyable. [Issue#244]",60,73
motogp 14,playstation-4,Eurogamer Portugal,MotoGP deserves a better treatment and more respect. There are problems too serious for a studio with two decades of existence.,60,73
motogp 14,playstation-4,Hardcore Gamer,"Online is buggy, but amusingly so. It’s hard to recommend MotoGP 14 to anybody but fans of the series curious to see how it shapes up on newer hardware.",60,73
motogp 14,playstation-4,PlayStation LifeStyle,"At a full asking price of $60, this is a tough sell to anyone who is not a hardcore MotoGP/AMA fan.",60,73
motogp 14,pc,Multiplayer.it,"MotoGP 14 represent one of the best works made by Milestone and an evolution compared to the previous iteration: graphics, simulation, game modes and content are undoubtedly improved, although there is still some technical lacking.",80,76
motogp 14,pc,GameWatcher,"If your primary attraction to racing games is the visual thrill and stylish presentation, you'll be best served elsewhere. Fortunately, as a racing experience MotoGP is up there with the best.",80,76
motogp 14,pc,Games Master UK,"It doesn't embrace new-gen the way you'd hope, but remains an involving and content-rich sim. [Sept 2014, p.70]",77,76
motogp 14,pc,Merlin'in Kazanı (Turkey),MotoGP 14 is a very good racing game.,71,76
motogp 14,pc,Eurogamer Italy,"Under a less than exciting package, is hidden a fine motor biking game with tons of options and game modes. If Milestone will improve the graphics and physics engines for the 2015 version, we are in for something big.",70,76
motogp 14,playstation-vita,The Vita Lounge,The ability to customize numerous racing factors allows the player to tailor the game to his racing style.,80,80
motogp 14,playstation-vita,Gaming Age,"All of which is to say: I may not have enjoyed MotoGP 14 all that much, but I'd still recommend it to racing fans who know what they're doing. You'll probably need a high tolerance for failure, but if you can get over that, you'll find more than enough here to occupy your time.",75,80
soldier of fortune: payback,playstation-3,ZTGD,"If you are a fan of the series and can handle some of the hang-ups found in this latest chapter then by all means snatch it up, I know I could use more people online to play with. However, most FPS gamers looking for the next best thing will find Payback a bit too much on the derivative side to warrant its full price tag.",65,50
soldier of fortune: payback,playstation-3,PSM3 Magazine UK,"Ignore the gore and this is an average shooter. [Feb 2008, p.78]",62,50
