GPID,GameID,difficulty_easy,difficulty_just_right,difficulty_simple,difficulty_tough,difficulty_unforgiving,play_time_lt_1_hour,play_time_ge_80_hours,play_time_approx_1_hour,play_time_approx_12_hours,play_time_approx_2_hours,play_time_approx_20_hours,play_time_approx_4_hours,play_time_approx_40_hours,play_time_approx_60_hours,play_time_approx_8_hours,completion_beat_it,completion_conquered_it,completion_halfway,completion_played_it,completion_tried_it,difficulty_avg,completion_avg,playtime_avg
1695,1695,13.6,63.01,3.1,17.9,2.39,0.42,10.13,0.42,17.72,0.0,30.8,2.11,22.36,8.02,8.02,34.61,22.09,15.13,21.39,6.78,2.0359,2.8522999999999996,30.8787
1696,1696,3.33,80.0,0.83,11.67,4.17,0.0,10.0,1.11,5.56,0.0,31.11,1.11,38.89,11.11,1.11,18.35,42.41,9.49,17.72,12.03,2.1168,2.9177,37.24995
1697,1697,10.81,57.3,4.86,18.92,8.11,0.0,20.91,0.91,10.91,3.64,27.27,0.91,25.45,4.55,5.45,20.4,24.08,12.46,23.51,19.55,2.1136,2.4589999999999996,36.95095
1698,1698,9.2,55.21,1.84,28.22,5.52,0.0,12.5,1.25,12.5,0.0,26.25,3.75,28.75,7.5,7.5,22.27,13.64,14.32,28.86,20.91,2.2268,2.2205,33.50625
1699,1699,11.57,58.33,1.39,25.0,3.7,0.0,7.19,0.72,20.86,3.6,19.42,14.39,10.79,2.16,20.86,43.11,14.97,13.77,16.17,11.98,2.1571999999999996,2.8801,20.071200000000005
1700,1700,21.57,52.45,8.82,15.69,1.47,0.0,12.21,0.0,22.9,2.29,25.19,3.82,22.14,3.82,7.63,30.27,19.73,9.77,19.16,21.07,1.8677,2.5976999999999997,29.510999999999996
1701,1701,7.46,21.64,0.75,57.46,12.69,5.13,2.56,8.97,7.69,6.41,19.23,17.95,6.41,1.28,24.36,47.16,21.83,5.24,15.72,10.04,2.6194,3.1220000000000003,13.03995
1702,1702,1.79,72.65,0.45,20.18,4.93,4.97,7.73,5.52,8.29,4.42,13.81,3.87,44.2,1.66,5.52,29.27,46.34,2.17,11.65,10.57,2.2287,3.2899999999999996,29.378899999999998
1703,1703,22.22,27.78,27.78,11.11,11.11,0.0,0.0,0.0,30.0,10.0,20.0,10.0,20.0,0.0,10.0,26.32,15.79,7.89,28.95,21.05,1.7221999999999997,2.3422,17.0
1704,1704,18.75,61.25,1.25,16.25,2.5,0.0,11.63,0.0,9.3,0.0,16.28,2.33,44.19,11.63,4.65,23.13,21.77,19.05,23.81,12.24,1.9875,2.5374999999999996,38.795199999999994
1705,1705,34.62,42.31,3.85,19.23,0.0,0.0,0.0,9.09,18.18,0.0,9.09,9.09,45.45,0.0,9.09,23.19,14.49,10.14,26.09,26.09,1.8078,2.2318000000000002,23.315849999999998
1706,1706,70.0,20.0,5.0,5.0,0.0,0.0,5.56,5.56,27.78,11.11,16.67,22.22,0.0,0.0,11.11,58.62,27.59,0.0,10.34,3.45,1.3,3.5862999999999996,13.143200000000002
1707,1707,1.4,30.53,1.4,62.81,3.86,0.82,0.0,0.82,38.52,0.0,23.77,4.92,5.74,0.82,24.59,32.7,10.54,28.38,24.59,3.78,2.6387,2.5808999999999997,14.340700000000002
1708,1708,10.53,64.91,3.51,19.3,1.75,0.0,3.23,0.0,58.06,3.23,9.68,0.0,3.23,0.0,22.58,50.62,9.88,8.64,20.99,9.88,2.0701,2.9015,14.6502
1709,1709,6.57,77.27,0.76,15.15,0.25,0.39,40.16,0.39,1.18,0.0,7.09,0.39,19.29,29.53,1.57,33.46,26.12,7.87,18.9,13.65,2.0806999999999998,2.8661000000000003,59.26865
1710,1710,8.83,71.38,0.35,18.73,0.71,0.0,33.52,0.0,1.1,0.55,5.49,0.55,20.33,37.91,0.55,28.75,20.83,8.19,22.5,19.72,2.1026,2.5691999999999995,59.001
1711,1711,8.83,71.38,0.35,18.73,0.71,0.0,33.52,0.0,1.1,0.55,5.49,0.55,20.33,37.91,0.55,28.75,20.83,8.19,22.5,19.72,2.1026,2.5691999999999995,59.001
1712,1712,13.04,69.33,1.88,14.69,1.06,0.36,2.91,0.18,22.47,0.36,45.77,3.55,13.92,2.09,8.37,40.15,27.51,13.14,15.55,3.64,2.0082999999999998,3.1610999999999994,21.823700000000002
1713,1713,20.37,65.2,2.85,10.71,0.88,0.29,5.02,0.57,23.52,1.1,34.56,5.54,11.19,2.34,15.87,38.68,39.22,6.95,10.06,5.09,1.8839,3.4065,21.14935
1714,1714,29.05,56.49,5.44,8.41,0.61,0.24,4.71,0.31,22.34,2.02,35.5,7.65,9.73,2.82,14.69,44.87,30.24,9.94,11.33,3.62,1.7453,3.3527,20.65835
1715,1715,13.04,69.33,1.88,14.69,1.06,0.36,2.91,0.18,22.47,0.36,45.77,3.55,13.92,2.09,8.37,40.15,27.51,13.14,15.55,3.64,2.0082999999999998,3.1610999999999994,21.823700000000002
1716,1716,13.09,62.78,1.96,20.31,1.86,0.4,6.5,0.6,17.19,0.86,36.09,4.59,19.66,4.28,9.83,35.44,28.65,10.14,15.01,10.76,2.0712,3.0241,25.906999999999996
1717,1717,16.13,67.74,6.45,3.23,6.45,0.0,12.5,0.0,25.0,0.0,18.75,0.0,31.25,12.5,0.0,28.07,19.3,8.77,29.82,14.04,1.8709999999999996,2.5087999999999995,36.75
1718,1718,14.63,65.85,0.0,19.51,0.0,0.0,11.11,0.0,27.78,0.0,22.22,0.0,22.22,11.11,5.56,17.89,28.42,8.42,30.53,14.74,2.0486,2.4735,32.66439999999999
1719,1719,22.22,68.89,0.0,8.89,0.0,0.0,25.0,0.0,5.0,5.0,10.0,0.0,35.0,15.0,5.0,22.47,29.21,8.99,30.34,8.99,1.8667000000000002,2.6403,46.1
1720,1720,12.0,76.0,0.0,12.0,0.0,0.0,23.08,0.0,7.69,0.0,23.08,0.0,23.08,23.08,0.0,27.69,16.92,7.69,29.23,18.46,2.0,2.4151,47.0828
1721,1721,12.12,78.79,6.06,0.0,3.03,10.53,15.79,5.26,10.53,0.0,21.05,0.0,15.79,15.79,5.26,38.36,12.33,4.11,28.77,16.44,1.8485000000000003,2.5619,34.448
1722,1722,5.56,77.78,8.33,5.56,2.78,0.0,33.33,0.0,6.67,0.0,13.33,6.67,13.33,0.0,26.67,17.82,17.82,1.72,39.66,22.99,1.9447000000000003,2.0865,37.86279999999999
1723,1723,13.79,65.52,8.62,12.07,0.0,3.33,20.0,0.0,6.67,0.0,16.67,6.67,26.67,6.67,13.33,15.83,12.56,1.51,41.46,28.64,1.8966,1.8668000000000005,36.170899999999996
1724,1724,18.42,57.89,2.63,19.74,1.32,2.33,25.58,0.0,11.63,0.0,16.28,9.3,27.91,2.33,4.65,21.83,14.29,3.57,36.9,23.41,2.0000999999999998,2.1193,38.4449
1725,1725,6.33,68.35,8.86,15.19,1.27,0.0,45.45,0.0,0.0,0.0,21.21,3.03,21.21,9.09,0.0,20.1,11.34,5.67,39.18,23.71,2.0126999999999997,1.9999000000000005,54.66119999999999
1726,1726,9.24,71.43,3.36,12.61,3.36,5.13,41.03,0.0,7.69,0.0,7.69,2.56,20.51,12.82,2.56,21.69,13.25,21.08,39.16,4.82,2.0337000000000005,2.259,51.5393
1727,1727,4.11,69.86,2.74,20.55,2.74,6.45,41.94,0.0,6.45,0.0,3.23,0.0,25.81,3.23,12.9,30.84,14.02,6.54,38.32,10.28,2.1644,2.4111999999999996,48.330499999999994
1728,1728,12.31,75.38,1.54,10.77,0.0,3.23,61.29,0.0,9.68,0.0,3.23,3.23,6.45,9.68,3.23,22.92,16.67,10.42,44.79,5.21,1.9691999999999998,2.292,59.6475
1729,1729,10.14,75.36,5.8,8.7,0.0,10.34,34.48,3.45,3.45,3.45,13.79,6.9,20.69,0.0,3.45,21.88,12.5,9.38,45.83,10.42,1.9276000000000002,2.1252999999999997,39.773649999999996
1730,1730,5.71,75.71,4.29,12.86,1.43,3.23,41.94,3.23,0.0,0.0,0.0,3.23,38.71,9.68,0.0,33.33,10.34,9.2,44.83,2.3,2.0429,2.4021000000000003,55.02165
1731,1731,4.26,76.6,2.13,14.89,2.13,0.0,28.57,4.76,4.76,0.0,19.05,0.0,19.05,23.81,0.0,26.0,16.0,16.0,42.0,0.0,2.1064999999999996,2.42,49.167
1732,1732,10.0,76.67,10.0,0.0,3.33,0.0,52.63,0.0,10.53,0.0,5.26,0.0,10.53,21.05,0.0,30.14,20.55,1.37,35.62,12.33,1.8333000000000002,2.5345000000000004,61.2616
1733,1733,14.81,74.07,3.7,3.7,3.7,5.26,31.58,0.0,10.53,0.0,5.26,0.0,10.53,26.32,10.53,27.94,19.12,2.94,30.88,19.12,1.8884999999999996,2.4412000000000003,48.4786
1734,1734,16.22,67.57,2.7,10.81,2.7,0.0,52.38,0.0,0.0,0.0,19.05,0.0,4.76,19.05,4.76,30.12,16.87,8.43,26.51,18.07,1.9458999999999997,2.494,59.4288
1735,1735,35.0,50.0,10.0,0.0,5.0,0.0,37.5,0.0,0.0,0.0,12.5,6.25,12.5,25.0,6.25,31.03,15.52,0.0,32.76,20.69,1.6,2.3964999999999996,53.25
1736,1736,12.5,62.5,6.25,18.75,0.0,0.0,20.0,0.0,30.0,10.0,20.0,0.0,20.0,0.0,0.0,26.42,3.77,3.77,35.85,30.19,2.0,1.9434,31.8
1737,1737,17.65,67.65,2.94,8.82,2.94,0.0,27.78,0.0,5.56,5.56,5.56,0.0,22.22,22.22,11.11,23.08,35.38,9.23,21.54,10.77,1.9117000000000002,2.8461000000000003,47.2232
1738,1738,22.22,61.11,5.56,5.56,5.56,0.0,18.18,9.09,9.09,0.0,0.0,9.09,27.27,18.18,9.09,28.57,25.71,2.86,25.71,17.14,1.8336000000000001,2.6569,38.58705
1739,1739,30.0,40.0,20.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,60.0,10.0,10.0,0.0,10.0,16.22,18.92,8.11,37.84,18.92,1.6,2.1354,18.4
1740,1740,14.77,72.02,1.16,11.21,0.85,0.08,37.08,0.08,0.45,0.0,2.95,0.08,17.6,41.16,0.53,33.92,19.49,18.78,21.15,6.66,1.9615,2.7901,62.0908
1741,1741,39.39,33.33,24.24,3.03,0.0,3.57,3.57,0.0,21.43,14.29,17.86,7.14,3.57,0.0,28.57,45.31,35.94,1.56,4.69,12.5,1.3938,3.4531,13.320299999999998
1742,1742,16.49,71.53,1.19,10.44,0.36,0.32,11.89,0.0,4.12,0.16,16.64,0.16,49.29,16.8,0.63,40.5,24.17,7.84,13.02,14.46,1.9314000000000002,3.0183999999999997,43.193599999999996
1743,1743,19.81,72.64,2.83,4.25,0.47,0.0,8.05,0.0,5.37,0.0,13.42,0.67,51.01,20.13,1.34,42.37,22.52,12.21,17.18,5.73,1.8208000000000002,3.0688999999999997,42.38440000000001
1744,1744,17.56,62.44,4.88,14.63,0.49,0.0,3.45,1.72,18.1,1.72,39.66,5.17,12.93,1.72,15.52,30.77,13.37,5.86,21.25,28.75,1.9267999999999998,2.3827999999999996,20.5594
1745,1745,10.53,36.84,0.0,36.84,15.79,0.0,18.18,0.0,18.18,0.0,18.18,0.0,27.27,9.09,9.09,40.0,8.0,20.0,28.0,4.0,2.4210000000000003,2.64,37.4508
1746,1746,6.19,59.29,2.65,30.09,1.77,0.0,1.49,0.0,28.36,0.0,20.9,4.48,5.97,1.49,37.31,39.6,8.05,6.04,18.79,27.52,2.23,2.4899,15.221200000000001
1747,1747,2.49,14.94,1.24,52.28,29.05,0.0,18.5,1.16,16.18,0.58,28.9,4.62,15.61,2.89,11.56,56.49,21.05,5.96,11.93,4.56,2.7760000000000002,3.3857000000000004,31.626600000000003
1748,1748,1.16,7.97,0.17,53.99,36.71,0.0,6.12,0.31,23.24,0.0,44.04,0.31,15.6,3.67,6.73,40.33,11.7,6.74,20.1,21.13,2.8937,2.6283,25.48715
1749,1749,0.83,9.83,0.5,50.17,38.67,0.0,7.12,0.0,22.51,0.85,35.04,1.71,19.37,3.99,9.4,30.82,8.09,4.96,24.88,31.25,2.8750999999999998,2.2169,26.3846
1750,1750,1.16,7.97,0.17,53.99,36.71,0.0,6.12,0.31,23.24,0.0,44.04,0.31,15.6,3.67,6.73,40.33,11.7,6.74,20.1,21.13,2.8937,2.6283,25.48715
1751,1751,0.83,9.83,0.5,50.17,38.67,0.0,7.12,0.0,22.51,0.85,35.04,1.71,19.37,3.99,9.4,30.82,8.09,4.96,24.88,31.25,2.8750999999999998,2.2169,26.3846
1752,1752,4.62,52.82,1.03,31.28,10.26,0.87,4.35,0.0,31.3,1.74,22.61,6.96,6.96,0.0,25.22,42.94,13.12,6.56,19.09,18.29,2.3590999999999998,2.7473999999999994,16.8815
1753,1753,5.88,35.29,5.88,17.65,35.29,0.0,0.0,0.0,50.0,0.0,10.0,30.0,0.0,0.0,10.0,28.21,7.69,7.69,30.77,25.64,2.4116,2.1539,10.0
1754,1754,5.88,60.29,4.41,25.0,4.41,0.0,3.23,0.0,22.58,3.23,25.81,0.0,16.13,3.23,25.81,19.37,17.28,13.09,26.7,23.56,2.191,2.2304000000000004,20.974999999999994
1755,1755,19.8,65.52,5.81,8.03,0.84,0.92,11.46,1.48,16.08,1.66,24.58,6.1,20.7,5.55,11.46,28.69,9.56,22.64,32.09,7.02,1.8326000000000002,2.3739000000000003,28.834199999999996
1756,1756,4.92,80.33,1.64,13.11,0.0,2.78,8.33,5.56,25.0,5.56,36.11,2.78,2.78,2.78,8.33,44.0,20.0,5.33,24.0,6.67,2.0654999999999997,2.9733,20.6104
1757,1757,22.54,57.94,14.77,3.54,1.21,3.84,54.32,0.58,4.8,0.38,4.03,1.73,12.67,14.97,2.69,26.57,10.87,15.77,42.42,4.36,1.6743999999999999,2.2807999999999997,59.22130000000002
1758,1758,6.05,73.42,0.56,18.85,1.13,0.2,1.61,0.0,32.53,0.4,44.98,2.01,8.43,1.41,8.43,37.46,27.26,5.52,14.15,15.61,2.1339,2.9968,19.170399999999997
1759,1759,6.46,70.21,0.42,21.46,1.46,0.0,0.86,0.0,33.72,0.29,40.35,2.02,6.63,2.02,14.12,41.03,24.72,6.18,9.63,18.44,2.1605999999999996,3.0343,17.8846
1760,1760,2.08,31.25,0.0,60.42,6.25,0.0,53.33,0.0,0.0,0.0,6.67,0.0,16.67,23.33,0.0,32.0,17.0,10.0,21.0,20.0,2.6458999999999997,2.57,64.664
1761,1761,4.55,54.55,0.0,36.36,4.55,0.0,77.42,0.0,0.0,0.0,9.68,3.23,3.23,3.23,3.23,25.32,16.46,17.72,30.38,10.13,2.3638,2.4307,67.48960000000001
1762,1762,6.03,61.21,0.0,29.31,3.45,0.0,0.0,0.0,41.46,0.0,21.95,7.32,2.44,0.0,26.83,39.29,23.66,5.36,15.18,16.52,2.2673,2.9422,12.7804
1763,1763,14.56,62.14,0.0,20.39,2.91,0.0,1.39,0.0,37.5,1.39,23.61,2.78,5.56,1.39,26.39,37.26,22.64,4.25,19.81,16.04,2.0873999999999997,2.8394999999999997,15.642199999999997
1764,1764,4.62,15.38,1.54,47.69,30.77,4.76,9.52,4.76,14.29,0.0,19.05,9.52,4.76,4.76,28.57,9.59,7.53,8.9,36.3,37.67,2.7230000000000003,1.6025,20.638599999999997
1765,1765,5.22,64.35,0.0,27.83,2.61,0.0,6.35,0.0,22.22,1.59,38.1,0.0,20.63,4.76,6.35,26.74,15.63,12.85,21.88,22.92,2.2523999999999997,2.3998,27.014200000000002
1766,1766,2.7,73.87,0.0,19.82,3.6,0.0,1.79,0.0,26.79,0.0,53.57,0.0,3.57,3.57,10.71,30.15,22.9,11.07,19.08,16.79,2.2070000000000003,2.7020999999999997,19.7876
1767,1767,1.41,37.52,0.16,55.42,5.49,0.0,11.49,0.0,3.38,0.68,12.5,0.34,46.62,23.65,1.35,23.29,16.75,11.85,27.5,20.61,2.5934000000000004,2.3196999999999997,45.0708
1768,1768,8.12,72.59,0.0,17.77,1.52,0.0,3.7,0.93,4.63,0.0,20.37,0.93,42.59,26.85,0.0,28.46,15.62,13.85,23.93,18.14,2.1117000000000004,2.4609,40.77745
1769,1769,15.99,73.49,2.49,7.37,0.66,0.51,11.9,0.0,3.29,0.13,10.63,0.38,46.96,25.7,0.51,32.71,28.11,10.02,16.26,12.9,1.8954999999999997,2.9248000000000003,46.3085
1770,1770,16.59,70.26,3.45,9.48,0.22,0.41,4.13,0.0,9.09,0.41,53.31,0.83,24.38,6.61,0.83,28.47,18.86,15.45,18.73,18.49,1.8966,2.5744,28.886699999999998
1771,1771,51.61,35.48,3.23,9.68,0.0,0.0,0.0,0.0,21.05,0.0,31.58,0.0,36.84,10.53,0.0,30.95,16.67,19.05,16.67,16.67,1.5484,2.6192,29.896000000000004
1772,1772,21.56,29.94,32.34,12.57,3.59,0.0,5.08,1.69,20.34,2.54,25.42,10.17,10.17,0.85,23.73,42.64,27.41,5.58,16.24,8.12,1.6226000000000003,3.1572000000000005,18.53125
1773,1773,14.69,72.03,3.67,9.32,0.28,0.0,11.25,0.0,15.42,0.0,26.25,1.67,29.17,5.42,10.83,48.31,21.73,10.97,14.35,4.64,1.9122,3.2109000000000005,31.9536
1774,1774,14.66,75.9,1.95,7.17,0.33,0.96,49.52,0.48,3.85,0.48,7.21,1.44,10.1,23.56,2.4,43.21,22.01,13.32,17.39,4.08,1.9091,3.0899,59.967200000000005
1775,1775,7.69,67.03,0.0,19.78,5.49,0.0,20.0,1.54,12.31,0.0,15.38,0.0,36.92,12.31,1.54,30.0,24.35,6.52,22.61,16.52,2.1756,2.6957,42.838100000000004
1776,1776,12.86,68.57,3.57,15.0,0.0,0.0,18.6,0.0,13.95,0.0,19.77,2.33,24.42,18.6,2.33,39.2,19.32,17.05,19.32,5.11,1.9857,2.9261,41.7156
1777,1777,12.38,72.28,1.98,12.38,0.99,0.0,4.62,0.0,18.46,1.54,21.54,3.85,36.15,0.0,13.85,46.56,20.24,8.1,20.65,4.45,1.9903,3.0849999999999995,25.972
1778,1778,8.82,60.78,6.86,21.57,1.96,2.0,2.0,0.0,20.0,0.0,24.0,10.0,16.0,10.0,16.0,26.73,11.22,7.92,25.74,28.38,2.0783,2.2176,22.9
1779,1779,17.11,59.21,3.95,18.42,1.32,0.0,0.0,0.0,37.5,6.25,21.88,3.13,12.5,3.13,15.63,33.9,9.04,7.91,21.47,27.68,1.987,2.3672999999999997,17.254599999999996
1780,1780,4.51,72.16,0.39,21.96,0.98,0.0,3.83,0.0,26.5,0.27,42.08,1.91,8.2,1.91,15.3,48.64,23.16,4.55,11.34,12.31,2.1803999999999997,3.1995,20.3918
1781,1781,4.69,72.66,0.0,21.68,0.98,0.0,2.68,0.0,24.93,0.27,44.5,0.54,14.75,3.22,9.12,48.91,25.69,5.04,9.49,10.87,2.1799,3.2883999999999998,22.624200000000002
1782,1782,21.9,59.85,5.11,12.41,0.73,0.0,3.57,0.0,9.52,1.19,46.43,1.19,35.71,1.19,1.19,31.17,23.89,6.88,21.86,16.19,1.8613,2.7205,28.449
1783,1783,3.95,66.57,0.3,28.27,0.91,0.45,6.28,0.0,11.21,0.0,31.84,1.35,38.12,8.07,2.69,38.78,22.71,7.2,15.65,15.65,2.2493,2.9166,33.100899999999996
1784,1784,5.52,70.52,0.0,22.93,1.03,0.0,1.88,0.23,30.05,0.23,26.76,11.97,5.87,1.64,21.36,46.2,29.01,3.22,11.55,10.03,2.1844,3.2886,15.987350000000001
1785,1785,27.27,59.09,9.09,4.55,0.0,0.0,0.0,0.0,14.29,0.0,14.29,14.29,51.43,0.0,5.71,50.91,30.91,5.45,3.64,9.09,1.6819000000000002,3.5090999999999997,26.173199999999998
1786,1786,9.76,67.07,0.0,21.95,1.22,5.13,7.69,0.0,2.56,0.0,5.13,0.0,23.08,53.85,2.56,22.41,14.66,16.38,36.21,10.34,2.1340999999999997,2.2759,49.2833
1787,1787,2.38,15.48,0.0,55.95,26.19,0.0,9.09,3.03,12.12,0.0,18.18,9.09,33.33,3.03,12.12,17.57,6.28,10.88,27.62,37.66,2.7976000000000005,1.8244,28.86075
1788,1788,2.63,28.95,0.0,57.89,10.53,5.26,5.26,0.0,31.58,0.0,36.84,0.0,10.53,5.26,5.26,26.32,11.84,7.89,26.32,27.63,2.6579,2.2236999999999996,23.207000000000004
1789,1789,13.43,73.13,2.99,8.96,1.49,0.0,46.43,0.0,3.57,0.0,7.14,0.0,21.43,21.43,0.0,20.86,9.09,7.49,31.02,31.55,1.9403,1.9735,60.430400000000006
1790,1790,30.77,58.97,7.69,2.56,0.0,5.0,0.0,0.0,30.0,0.0,40.0,0.0,0.0,0.0,25.0,25.42,13.56,22.03,13.56,25.42,1.6408,2.3896,13.65
1791,1791,30.77,58.97,7.69,2.56,0.0,5.0,0.0,0.0,30.0,0.0,40.0,0.0,0.0,0.0,25.0,25.42,13.56,22.03,13.56,25.42,1.6408,2.3896,13.65
1792,1792,3.64,66.67,0.61,26.67,2.42,1.59,25.4,1.59,0.0,0.0,11.11,1.59,31.75,25.4,1.59,23.47,6.57,23.94,38.5,7.51,2.2486,2.1405000000000003,50.69665
1793,1793,1.32,28.95,0.0,63.16,6.58,0.0,10.81,0.0,18.92,0.0,27.03,0.0,24.32,5.41,13.51,20.86,18.18,11.23,27.81,21.93,2.6844,2.2836000000000003,30.379199999999997
1794,1794,4.55,27.27,0.0,55.68,12.5,1.79,8.93,10.71,14.29,10.71,12.5,21.43,7.14,3.57,8.93,60.71,10.71,8.93,15.18,4.46,2.6363,3.2318000000000002,18.21405
1795,1795,5.62,66.29,0.0,21.35,6.74,2.0,10.0,0.0,18.0,0.0,40.0,6.0,14.0,4.0,6.0,31.82,17.42,16.67,22.73,11.36,2.2247000000000003,2.6439,26.9
1796,1796,29.63,48.15,7.41,11.11,3.7,0.0,0.0,0.0,27.27,9.09,36.36,4.55,13.64,0.0,9.09,48.57,22.86,0.0,14.29,14.29,1.7777,3.1430000000000002,17.0914
1797,1797,33.33,50.0,11.11,5.56,0.0,0.0,0.0,0.0,35.29,0.0,35.29,5.88,5.88,0.0,17.65,69.23,3.85,3.85,3.85,19.23,1.6112,3.2310000000000003,15.292
1798,1798,14.29,68.45,2.38,14.29,0.6,0.0,4.94,0.0,19.75,0.0,33.33,4.94,22.22,3.7,11.11,28.59,10.78,8.48,26.44,25.72,1.9824000000000002,2.266,25.182399999999998
1799,1799,8.74,71.84,4.85,13.59,0.97,0.0,1.92,0.0,23.08,1.92,42.31,1.92,13.46,1.92,13.46,24.71,12.5,11.63,27.33,23.84,2.0095,2.2327,20.4956
1800,1800,38.89,48.15,3.7,9.26,0.0,0.0,0.0,0.0,41.67,0.0,16.67,5.56,11.11,2.78,22.22,28.04,30.84,3.74,22.43,14.95,1.6666999999999998,2.8038,16.446399999999997
1801,1801,14.29,68.45,2.38,14.29,0.6,0.0,4.94,0.0,19.75,0.0,33.33,4.94,22.22,3.7,11.11,28.59,10.78,8.48,26.44,25.72,1.9824000000000002,2.266,25.182399999999998
1802,1802,4.48,77.6,3.46,12.42,2.04,2.5,71.25,0.36,3.04,0.36,4.11,0.89,8.57,7.5,1.43,37.15,16.08,9.17,34.06,3.54,2.0652,2.6886,66.2988
1803,1803,4.0,24.0,4.0,40.0,28.0,0.0,65.0,0.0,5.0,0.0,15.0,0.0,10.0,5.0,0.0,34.29,40.0,5.71,11.43,8.57,2.6,3.2858000000000005,62.6
1804,1804,18.18,63.64,0.0,15.15,3.03,0.0,4.76,0.0,23.81,4.76,23.81,9.52,14.29,0.0,19.05,28.38,8.11,12.16,24.32,27.03,2.0000000000000004,2.2163,19.1432
1805,1805,5.56,65.28,0.0,23.61,5.56,0.0,10.0,3.33,13.33,10.0,10.0,10.0,30.0,3.33,10.0,21.6,7.2,17.6,38.4,15.2,2.2363,2.0400000000000005,27.01425
1806,1806,60.0,27.5,7.5,5.0,0.0,0.0,0.0,0.0,26.09,4.35,17.39,8.7,8.7,4.35,30.43,41.3,15.22,10.87,21.74,10.87,1.375,2.8043,15.5682
1807,1807,54.55,36.36,0.0,9.09,0.0,0.0,0.0,6.25,18.75,0.0,50.0,6.25,12.5,0.0,6.25,72.73,4.55,0.0,22.73,0.0,1.5453999999999999,3.3185000000000002,18.03125
1808,1808,11.8,67.7,0.62,17.39,2.48,3.49,5.81,3.49,20.93,5.81,38.37,8.14,1.16,3.49,9.3,25.0,18.75,7.72,37.13,11.4,2.0743,2.3897,18.62975
1809,1809,17.5,62.5,15.0,5.0,0.0,0.0,4.35,4.35,30.43,8.7,17.39,17.39,4.35,0.0,13.04,25.68,9.46,5.41,37.84,21.62,1.725,2.1084,14.28415
1810,1810,49.02,35.29,7.84,3.92,3.92,0.0,0.0,0.0,21.88,3.13,25.0,31.25,3.13,0.0,15.63,41.27,14.29,7.94,26.98,9.52,1.5095999999999998,2.7462,11.4406
1811,1811,4.81,61.5,1.6,30.48,1.6,0.0,7.89,0.0,12.28,0.88,34.21,8.77,16.67,8.77,10.53,39.02,18.9,15.85,15.85,10.37,2.2565,2.8960000000000004,27.768399999999996
1812,1812,18.29,58.54,7.32,15.85,0.0,0.0,8.7,0.0,21.74,2.17,36.96,8.7,13.04,0.0,8.7,37.9,12.1,14.52,20.97,14.52,1.9024,2.6452999999999998,23.264199999999995
1813,1813,34.55,47.27,14.55,1.82,1.82,0.0,2.94,2.94,32.35,2.94,23.53,11.76,2.94,2.94,17.65,34.25,24.66,13.7,20.55,6.85,1.5456000000000003,2.9044,15.835899999999999
1814,1814,9.59,39.73,1.37,42.47,6.85,2.86,2.86,8.57,40.0,5.71,8.57,2.86,8.57,0.0,20.0,33.53,8.82,10.0,28.82,18.82,2.3838,2.3704,14.130049999999999
1815,1815,5.08,71.57,0.51,22.84,0.0,0.0,1.52,0.0,31.82,0.0,38.64,3.03,9.09,2.27,13.64,41.56,18.83,9.42,16.23,13.96,2.1725,2.9059000000000004,18.972800000000003
1816,1816,33.33,55.0,3.33,6.67,1.67,2.38,0.0,0.0,19.05,0.0,16.67,21.43,0.0,0.0,40.48,56.58,11.84,3.95,18.42,9.21,1.7167999999999999,3.0921,9.7394
1817,1817,3.34,70.41,0.24,23.87,2.15,0.43,2.61,0.43,4.35,0.0,44.35,0.87,39.13,6.96,0.87,28.75,14.37,18.04,24.46,14.37,2.2245999999999997,2.4739,31.41885
1818,1818,1.42,26.07,0.0,68.25,4.27,0.72,2.16,0.72,23.74,3.6,28.78,16.55,8.63,2.16,12.95,45.92,14.13,5.96,16.56,17.44,2.7112,2.8612,16.8616
1819,1819,24.99,51.48,6.03,15.88,1.62,0.23,2.71,0.34,11.61,1.13,50.73,1.35,23.11,3.61,5.19,28.66,19.05,20.9,24.38,7.01,1.8648000000000002,2.6403000000000003,25.612999999999996
1820,1820,10.31,76.9,0.64,11.47,0.67,0.16,12.26,0.05,3.05,0.11,16.79,0.21,49.26,17.47,0.63,40.09,32.49,8.75,11.69,6.98,2.0117,3.2649,43.78085
1821,1821,24.48,60.84,5.59,9.09,0.0,0.98,3.92,5.88,23.53,13.73,5.88,22.55,2.94,2.94,17.65,52.97,25.85,4.24,9.32,7.63,1.7902,3.4071,12.703400000000004
1822,1822,8.33,83.33,0.0,0.0,8.33,0.0,40.0,0.0,0.0,0.0,20.0,0.0,30.0,10.0,0.0,22.22,14.81,3.7,25.93,33.33,1.9998000000000002,2.1478,54.0
1823,1823,30.77,61.54,0.0,7.69,0.0,0.0,0.0,0.0,41.67,0.0,0.0,8.33,0.0,0.0,50.0,36.36,11.69,7.79,16.88,27.27,1.7691999999999999,2.5193,9.3336
1824,1824,5.43,54.07,1.81,34.84,3.85,0.48,7.21,1.44,16.83,0.0,40.38,2.4,22.6,2.88,5.77,21.87,15.33,11.46,28.09,23.24,2.3145000000000002,2.2304999999999997,27.2012
